boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,monto_max,montos_top,adjudicatarios,cuits,domicilio_en_texto,vigencia_declarada,tags,terminos,texto_bajado,pdf
1279,2024-04-30,2024-04-24,Decreto,DECRE-2024-439-SI-INTEN,"Expediente Nº 9015/2021 (Alcances 12 y 18) - Otorgar un reconocimiento de mayores costos a la firma FORESTACIÓN URBANA S.R.L., CUIT N° 30-70912509-1, adjudicataria de los renglones Nros. 5, 6 y 7 de la Licitación Pública N° 37/2021.",,,FORESTACIÓN URBANA S.R.L,30-70912509-1,,,Mayores Costos,adjudicación,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714506718.pdf
1279,2024-04-30,2024-04-24,Decreto,DECRE-2024-440-SI-INTEN,"Expediente Nº 9015-2021 (Alcance 17) - Otorgar un reconocimiento de mayores costos a la firma COOPERATIVA DE TRABAJO ROCÍO LIMITADA, CUIT N° 30-70876325-6, adjudicataria de los renglones Nros. 1, 4 y 9 de la Licitación Pública N° 37/2021.",72072.00,72072.00;36400.00,COOPERATIVA DE TRABAJO ROCÍO LIMITADA,30-70876325-6,,,Mayores Costos,adjudicación,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714506746.pdf
1279,2024-04-30,2024-04-24,Decreto,DECRE-2024-441-SI-INTEN,"Expediente Nº 9015-2021 (Alcance 16) - Otorgar un reconocimiento de mayores costos a la firma CONTENEDORES VOLMAT S.R.L., CUIT N° 30-71456998-4, adjudicataria de los renglones Nros. 2 (parcial) y 3 de la Licitación Pública N° 37/2021.",,,CONTENEDORES VOLMAT S.R.L,30-71456998-4,,,Mayores Costos,adjudicación,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714506779.pdf
1279,2024-04-30,2024-04-24,Decreto,DECRE-2024-442-SI-INTEN,"Expediente 10069-2022 (Alcances 2 y 3) - Otorgar un reconocimiento de mayores costos por variación de los insumos principales a la firma SOCORRO MÉDICO PRIVADO S.A., CUIT N° 30-61221341-7, adjudicataria de la Licitación Pública N° 37/2022.",21478560.00,21478560.00,SOCORRO MÉDICO PRIVADO S.A,30-61221341-7,,,Mayores Costos,adjudicación,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714506809.pdf
1279,2024-04-30,2024-04-24,Decreto,DECRE-2024-444-SI-INTEN,Expediente Nº 10994-2014 (Alcance 2) - Desafectar la provisión de 20 (veinte) litros de combustible diarios destinados a los rodados que se detallan en el Anexo I adjunto [IF-2024-00002861-SI-SECSEG].,,,,,,,Desafectación provisión combustible,aumento,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714506872.pdf
1279,2024-04-30,2024-04-24,Decreto,DECRE-2024-445-SI-INTEN,Expediente N° 4235-2024 - Modificar el rango jerárquico de la Dirección de Higiene Urbana a “Dirección General” - Designar al Sr. Juan Manuel VIDAL (Legajo Nº 74.958) para cubrir el cargo y función de Director General de Higiene Urbana.,,,,,,,Modificación Rango Jerárquico,vigencia retroactiva,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714506904.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-446-SI-INTEN,"Expediente Nº 1887-1984 - Eximir a la Sra. María Francisca Franco Sánchez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 842.437, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 50%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714506955.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-447-SI-INTEN,"Expediente Nº 7847-2014 - Eximir a la Sra. Josefa Torres del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 561.701, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 50%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714506991.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-448-SI-INTEN,"Expediente Nº 8280-2006 (Cuerpo 2) - Eximir a la Sra. Nora Elsa Acosta del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 531.323, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507100.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-449-SI-INTEN,"Expediente Nº 1346-2011 - Eximir a la Sra. María Cecilia Baxter del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 351.487, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507133.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-450-SI-INTEN,"Expediente Nº 6252-2014 - Eximir a la Sra. Nancy del Carmen Pérez Álvarez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 610.575, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507169.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-451-SI-INTEN,"Expte. Nº 12327/2007.- Eximir a la Sra. Nélida Magdalena Malugani del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 542.606, para el período fiscal 2024.-",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507212.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-452-SI-INTEN,"Expediente Nº 4406-1999 - Eximir al Sr. Benjamín Jorge Argañaras del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 335.680, para el período fiscal 2023.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507254.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-453-SI-INTEN,"Expediente Nº 10037-2023 - Eximir a la Sra. Susana Beatriz Acosta del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 571.933, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507291.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-454-SI-INTEN,"Expte. Nº 46/2001.- Eximir a la Sra. Filomena Ángela Levato del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 393.211, para los períodos fiscales 2023 y 2024.-",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507327.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-455-SI-INTEN,"Expte. Nº 9636/1985.- Eximir a la Sra. Dina Polinelli Della Vedova del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 780.203, para el período fiscal 2024.-",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507360.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-456-SI-INTEN,"Expte. Nº 4061/2017.- Eximir a la Sra. María Cristina Gómez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 331.972, para el período fiscal 2024.-",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507395.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-457-SI-INTEN,"Expediente Nº 8534-2015 - Eximir a la Sra. Dominga Dávalos del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 431.547, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507428.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-458-SI-INTEN,"Expediente Nº 10981-2015 - Eximir al Sr. Omar Rolando Andantes del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 710.609, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507459.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-459-SI-INTEN,"Expediente Nº 4543-2015 - Eximir al Sr. Juan José Pansechi del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 373.795, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 50%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507493.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-460-SI-INTEN,"Expediente Nº 2621-2009 - Eximir a la Sra. Celia Julia López del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 712.324, para los períodos fiscales 2023 y 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507529.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-461-SI-INTEN,"Expediente Nº 531-2010 - Eximir al Sr. Pedro Miguel Barrionuevo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 630.949, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507558.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-462-SI-INTEN,"Expediente Nº 2472-2020 - Eximir al Sr. Carlos Soler del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 371.321, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507589.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-463-SI-INTEN,"Expediente Nº 780-2024 - Eximir al Sr. Horacio Eloy Falcone del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 384.008, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507624.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-464-SI-INTEN,"Expediente Nº 398-2018 - Eximir a la Sra. María Teresa Racciatti del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales del cien por ciento (100%), respecto a la cuenta tributaria N° 822.489, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507654.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-465-SI-INTEN,"Expediente Nº 1747-2024. Eximir a la Sra. Elena Blanco del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 543.284, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507688.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-466-SI-INTEN,"Expediente Nº 9480-2019 - Eximir al Sr. José Luis Molinari del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 831.294, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507715.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-467-SI-INTEN,"Expte. Nº 3185/2006.- Eximir a la Sra. Beatriz Nélida Niño del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 211.383, para el período fiscal 2024.-",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507745.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-468-SI-INTEN,"Expte. Nº 11366/2004.- Eximir a la Sra. Martina González del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 731.588, para el período fiscal 2024.-",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507774.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-469-SI-INTEN,"Expte. Nº 1949/2016.- Eximir a la Sra. María Inés Breton del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 356.369, para el período fiscal 2024.-",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507818.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-470-SI-INTEN,"Expediente Nº 9721-2012 - Eximir al Sr. Juan Ruperto López del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 642.524, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507854.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-471-SI-INTEN,"Expediente N° 4472-2024 - Delegar en la Jefatura de Gabinete la facultad de suscribir todo acto administrativo, providencia, informe y demás actos propios y delegados, de la Secretaría de Salud Pública.",,,,,,,Delegación Firmas,excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507887.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-473-SI-INTEN,Expte. N° 1793-2024.- Disponer la actualización del valor de las Tasas municipales a partir del 1° de mayo de 2024.-,,,,,,,Actualización Tasas,tasa | aumento | ordenanza impositiva,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714499539.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-474-SI-INTEN,"Expediente Nº 2487-2024 - Adjudicar parcialmente a RICCI ENRIQUE ESTEBAN (C.U.I.T. Nº 20-13515068-2) el Concurso de Precios N° 48/2024, para la provisión de “HERRAMIENTAS E INSUMOS PARA EL PAÑOL DE LA SUBSECRETARÍA DE OBRAS PÚBLICAS”.",5215518.00,5215518.00,RICCI ENRIQUE ESTEBAN,20-13515068-2,,,Adjudicación,adjudicación,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714509622.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-475-SI-INTEN,"Expediente Nº 3294-2023 - Eximir a la Sra. Isabel Felisa Sánchez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 394.171, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 50%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714676708.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-476-SI-INTEN,"Expediente Nº 171-2018 - Eximir al Sr. Julio Guillermo Talou del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 127.067, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 50%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714676753.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-477-SI-INTEN,"Expediente Nº 6449-2016 - Eximir al Sr. Juan José Anzaldo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 695.223, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 50%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677217.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-478-SI-INTEN,"Expediente Nº 119-2004 (Cuerpo 2) - Eximir al Sr. Gregorio Huanambal Gazco del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 372.206, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677256.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-479-SI-INTEN,"Expediente Nº 4580-2009 (Cuerpo 2) - Eximir a la Sra. Francisca Carmen Andreoli del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 420.244, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677295.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-480-SI-INTEN,"Expediente Nº 782-2016 - Eximir a la Sra. Antonia Carmen Mansilla del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 642.213, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677330.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-481-SI-INTEN,"Expediente Nº 4277-2019 - Eximir a la Sra. Lelia Raquel Soloaga del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 821.421, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 25%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677362.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-482-SI-INTEN,"Expediente Nº 632-2024 - Eximir al Sr. Héctor Rubén Giménez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 631.593, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677511.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-483-SI-INTEN,"Expediente Nº 1232-2020 - Eximir a la Sra. Rosa Antonia Di Giovanni del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 362.354, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677563.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-484-SI-INTEN,"Expediente Nº 11395-2009 (Cuerpo 2) - Eximir a la Sra. Nilma Norma Leonor Porte del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 522.939, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677601.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-485-SI-INTEN,"Expediente Nº 1233-2024 - Adjudicar a AGÜERO MARÍA ALICIA (C.U.I.T. Nº 27-18058362-4) el Concurso de Precios N° 15/2024, para la adquisición de “ARTÍCULOS DE LIBRERÍA”.",11242871.00,11242871.00,AGÜERO MARÍA ALICIA,27-18058362-4,,,Adjudicación,adjudicación,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677634.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-486-SI-INTEN,"Expediente N° 9835-2023 (Alcances 2, 3 y 4) - Otorgar un reconocimiento de mayores costos a BENITO ROGGIO E HIJOS S.A. – CLIBA INGENIERÍA AMBIENTAL S.A. – U.T.E., CUIT N° 30-69724712-9, adjudicatarias de las Licitaciones Públicas Nros. 17/08 y 17/14.",150631149.00,150631149.00;118742361.00;108040663.00;88054000.00,U.T.E,30-69724712-9,,,Mayores Costos,adjudicación,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677664.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-487-SI-INTEN,"Expediente Nº 3176-2024 - Adjudicar a VIA URBANA S.R.L. (C.U.I.T. Nº 30-71024301-4)), el Concurso de Precios N° 61/2024, para la contratación del “SERVICIO DE TRASLADO DE ALUMNOS DE EDUCACIÓN ESPECIAL”.",4002000.00,4002000.00,VIA URBANA S.R.L,30-71024301-4,,,Adjudicación,adjudicación,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677692.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-488-SI-INTEN,Expediente Nº 3068-2024 - Desestimar las ofertas presentadas en el primer llamado a la Licitación Pública Nº 11/2024 para la contratación del “SERVICIO DE TRASLADO DE PERSONAS”. Efectuar un segundo llamado.,572280000.00,572280000.00;34897886.00,,,,,2° Llamado Licitación Pública,ordenanza impositiva,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677715.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-489-SI-INTEN,Expediente Nº 15910-2023 - Caja Chica (Asignaciones y Ampliación).,360000.00,360000.00;180000.00,,,,,Cajas Chicas,rendición de cuentas | aumento,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677760.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-490-SI-INTEN,"Expediente Nº 5733-2010 - Eximir a la Sra. Carolina Di Lonardo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 216.013, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 50%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677784.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-491-SI-INTEN,"Expediente Nº 2223-2012 - Eximir al Sr. Genaro Salvador Veltri del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 841.960, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677824.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-492-SI-INTEN,"Expediente Nº 8141-2010 - Eximir a la Sra. Carmen Martorella del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 213.721, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 50%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677860.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-493-SI-INTEN,"Expediente Nº 952-2005 - Eximir a la Sra. Nélida Liliana Siman del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 371.129, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 50%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677894.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-494-SI-INTEN,"Expediente Nº 497-2010 - Eximir al Sr. Eduardo Bernacchia del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 370.334, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677927.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-495-SI-INTEN,"Expediente Nº 15356-2022 - Eximir a la Sra. Lucía Ranieri del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 721.131, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677956.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-496-SI-INTEN,"Expediente Nº 5898-2016 - Eximir a la Sra. María América Lencina del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 221.957, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677985.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-497-SI-INTEN,"Expediente Nº 735-2023 - Eximir a la Sra. Susana Elvira Salviani del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 721.081, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714678018.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-498-SI-INTEN,"Expediente Nº 6-2016 - Eximir a la Sra. Nélida Adoración Pueyo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 750.555, para el período fiscal 2024.",,,,,,,Eximición Tasa A.L. y S.G. 100%,tasa | excepción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714678048.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-499-SI-INTEN,"Expediente Nº 3151-2024 - Adjudicar a XS INTERNACIONAL S.A. (C.U.I.T. Nº 30-71436109-7), el Concurso de Precios N° 60/2024, para la provisión de “RACIONES DE ALIMENTOS”.",4871830.40,4871830.40,XS INTERNACIONAL S.A,30-71436109-7,,,Adjudicación,adjudicación,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714678087.pdf
